symbol,price,volume,turnover,signals,smile_long_daily,smile_short_daily,blue_days,smile_long_weekly,smile_short_weekly,blue_weeks,gold_vol_count,double_vol_count,pink_daily,blue_daily,max_blue_daily,pink_weekly,blue_weekly,max_blue_weekly,vol_times,vol_color,DIF,DEA,MACD,EMAMACD,V1,V2,V3,V4,补血,失血,零轴下金叉,零轴上金叉,零轴上死叉,零轴下死叉,先机信号,底背离,顶背离,next_week_close,next_week_high,next_week_low,price_change_pct,max_gain_pct,max_drawdown_pct,next_week_avg_volume,volume_change_pct
QQQY,30.95,164318.0,5085642.1,", , 日BLUE>150(3天), , , 周BLUE>150(6周), , ",False,False,3,False,False,6,0,0,3.9407416968499773,160.6830162125056,160.6830162125056,1.7074203891002904,200.0,200.0,1.2195733816260186,1,-0.8049561057563928,-0.5702093635884665,-0.4694934843358525,-0.39934972649384565,0.3015121951219512,-0.013655671032645533,-0.01193145681459658,-0.0001896635639853849,0,1,0,0,0,0,0,0,0,30.57,31.4,30.352,-1.2277867528271424,1.453957996768973,-1.9321486268174426,121394.6,-26.122153385508582
RFACU,11.29,250.0,2822.5,", , , , 周PINK下穿94, , , 倍量柱(1次)",False,False,0,False,True,0,0,1,92.83811059984652,0.0,0.0,95.28918249663224,0.0,0.0,2.4752475247524752,1,0.2574211917117317,0.21330289082133008,0.08823660178080328,0.1080120377798931,0.11014634146341462,0.004025824391475766,0.003938847229603991,9.56748780589524e-06,0,1,0,0,0,0,0,0,0,11.51,11.9,11.51,1.9486271036315284,5.403011514614708,1.9486271036315284,182.0,-27.200000000000003
RIV,11.81,129221.0,1526100.01,", , 日BLUE>150(4天), , , 周BLUE>150(2周), , 倍量柱(1次)",False,False,4,False,False,2,0,1,18.81386563828841,0.0,178.18022303483457,23.46923270930121,167.32441322718384,167.32441322718384,0.5427857352879405,2,-0.31203611954195054,-0.23900935357220537,-0.14605353193949033,-0.20995271275553273,0.11465853658536584,-0.004814447605653194,-0.004817895226075841,3.792382464912203e-07,1,0,0,0,0,0,1,0,0,11.88,12.05,11.54,0.592718035563089,2.0321761219305623,-2.286198137171902,80715.8,-37.53662330426168
RLY,27.21,41416.0,1126929.36,", , 日BLUE>150(3天), 周PINK上穿10, , , , 倍量柱(1次)",False,False,3,True,False,1,0,1,14.153830236837454,0.0,181.25076229852405,7.307240915516109,0.0,173.2862030372904,0.33829691647947724,1,-0.4823355564626226,-0.4234661542375844,-0.11773880445007645,-0.24311870850829442,0.2652929268292683,-0.007089500537311388,-0.007680834394259352,6.504672426427598e-05,1,0,0,0,0,0,1,0,0,27.26,27.47,27.0801,0.18375597206909955,0.9555310547592732,-0.477398015435504,45753.8,10.473729959435985
RRR,44.72,573384.0,25641732.48,"日PINK上穿10, , 日BLUE>150(3天), , , 周BLUE>150(2周), , ",True,False,3,False,False,2,0,0,8.354297013741265,163.57169280791837,163.57169280791837,2.83549478007227,200.0,200.0,1.5381421064067793,2,-1.6880853432360254,-1.5200489014206853,-0.33607288363068033,-0.418948940581957,0.43953658536585366,-0.02634817811197493,-0.026220009474308754,-1.4098550143279224e-05,0,1,0,0,0,0,0,0,0,43.94,46.59,43.6401,-1.744186046511631,4.181574239713792,-2.4148032200357883,514524.0,-10.265371897367215
RSPM,32.23,267171.0,8610921.33,", , , , , 周BLUE>150(2周), , 倍量柱(2次)",False,False,0,False,False,2,0,2,2.978981339004939,142.70379498151013,142.70379498151013,-5.866422679079022,163.96416288337207,163.96416288337207,6.990894104717796,1,-1.2103578612012171,-1.0227235796978706,-0.375268563006693,-0.5102589552001375,0.316,-0.01812486699011384,-0.018156532491932338,3.4832052000346307e-06,1,0,0,0,0,0,1,0,0,32.51,32.9,32.14,0.8687558175612731,2.0788085634501963,-0.2792429413589703,75106.8,-71.88811659948122
RTC,3.35,6961.0,23319.350000000002,"日PINK上穿10, , , 周PINK上穿10, , , , 倍量柱(1次)",True,False,0,True,False,0,0,1,7.579463528505874,0.0,0.0,5.7442870005511235,0.0,0.0,0.25432026597493695,1,-1.5099139709749623,-1.4828715747406582,-0.05408479246860809,-0.4142916638617472,0.03331707317073171,-0.021708004882300534,-0.023319656863596563,0.0001772817179425632,1,0,0,0,0,0,0,0,0,2.35,3.61,2.35,-29.850746268656714,7.761194029850738,-29.850746268656714,82777.6,1089.162476655653
SCHF,18.44,10248084.0,188974668.96,", , 日BLUE>150(3天), 周PINK上穿10, , , , 倍量柱(1次)",False,False,3,True,False,0,0,1,16.164204880056033,0.0,200.0,9.353991732183005,0.0,0.0,0.6889120884661277,2,-0.3577469800471178,-0.3031071607666913,-0.10927963856085299,-0.173654862272514,0.18008536585365856,-0.005370486773144917,-0.005548458467694643,1.9576886400469833e-05,1,0,0,0,0,0,0,0,0,18.69,18.8799,18.385,1.3557483731019504,2.3855748373101893,-0.2982646420824242,9450203.6,-7.7856543720758005
SCS,11.66,439258.0,5121748.28,"日PINK上穿10, , , 周PINK上穿10, , , , ",True,False,0,True,False,0,0,0,9.83124429903651,0.0,97.99700747304267,3.1763054078116753,0.0,135.75879404252723,0.6924558759545234,1,-0.5276286434381969,-0.3628353898158021,-0.32958650724478966,-0.41612079383378986,0.11458536585365854,-0.007836228311631388,-0.007748807609934103,-9.616277186701334e-06,1,0,0,0,0,0,0,0,0,11.3,12.02,11.0,-3.0874785591766707,3.0874785591766596,-5.660377358490565,583847.0,32.91664579814142
SID,1.42,2556321.0,3629975.82,", , , , , 周BLUE>150(5周), , 倍量柱(2次)",False,False,0,False,False,5,0,2,4.34294973484422,119.01267138515959,125.75184350721523,1.1719772245395106,200.0,200.0,2.552609505778598,2,-0.1779187204379764,-0.15126081012234566,-0.0533158206312615,-0.0742353337095544,0.013780487804878047,-0.0027765499489383234,-0.0027635598252760195,-1.428913602853437e-06,1,0,0,0,0,0,0,0,0,1.33,1.48,1.31,-6.338028169014076,4.225352112676051,-7.746478873239426,2867742.6,12.182413710954144
SITC,15.0,729669.0,10945035.0,", , 日BLUE>150(4天), , , 周BLUE>150(7周), , ",False,False,4,False,False,7,0,0,20.029136584410637,0.0,200.00000000000003,0.36910435536825315,0.0,200.0,0.9550278850671898,2,-0.5351848723111488,-0.7563960539954829,0.44242236336866836,0.5373084483647101,0.14692682926829267,-0.013269908516618939,-0.014498383393654914,0.0001351322364739573,0,1,0,0,0,0,0,0,0,14.95,15.31,14.92,-0.33333333333334103,2.066666666666661,-0.5333333333333301,956091.8,31.030892089426864
SMMU,49.84,336182.0,16755310.88,", , , 周PINK上穿10, , , , 倍量柱(2次)",False,False,0,True,False,0,0,2,5.090547008910967,0.0,0.0,8.85952589322837,0.0,0.0,2.701884669479606,5,-0.0814455467435451,-0.056640308267096935,-0.04961047695289632,-0.05713467499415983,0.48656097560975614,-0.0012750786362377142,-0.0012620194262326252,-1.4365131005597901e-06,0,1,0,0,0,0,0,0,0,49.84,50.0,49.81,0.0,0.32102728731941976,-0.06019261637238982,126270.4,-62.43986888054685
SMMU,49.84,336182.0,16755310.88,", , , 周PINK上穿10, , , , 倍量柱(2次)",False,False,0,True,False,0,0,2,5.090547008910967,0.0,0.0,8.85952589322837,0.0,0.0,2.701884669479606,5,-0.0814455467435451,-0.056640308267096935,-0.04961047695289632,-0.05713467499415983,0.48656097560975614,-0.0012750786362377142,-0.0012620194262326252,-1.4365131005597901e-06,0,1,0,0,0,0,0,0,0,49.84,50.0,49.81,0.0,0.32102728731941976,-0.06019261637238982,126270.4,-62.43986888054685
SPQ,27.0782,587.0,15894.9034,", , 日BLUE>150(4天), 周PINK上穿10, , , , 倍量柱(2次)",False,False,4,True,False,0,0,2,-1.833860091966768,200.0,200.0,8.762446440374262,0.0,0.0,0.18511510564490696,1,-1.8278814120533688,-0.9247179276331943,-1.8063269688403492,-1.8365689397327136,0.2639790243902439,-0.028758974751592226,-0.024905307231223653,-0.000423903427240543,1,0,0,0,0,0,0,0,0,27.2792,27.5904,26.82,0.742294539518884,1.8915585230923737,-0.9535345776307103,470.2,-19.897785349233388
STE,202.46,387726.0,78499005.96000001,"日PINK上穿10, , , 周PINK上穿10, , 周BLUE>150(2周), , 倍量柱(1次)",True,False,0,True,False,2,0,1,5.55724517427231,148.02029013300591,148.02029013300591,9.815449642519564,200.0,200.0,1.8308047540124375,2,-4.421160838124052,-3.905510800356793,-1.031300075534519,-0.7871438777644002,1.9846829268292683,-0.07150714715944906,-0.06832605248487908,-0.0003499204142026976,0,1,0,0,0,0,0,0,0,209.43,209.73,200.98,3.4426553393262838,3.590832757087803,-0.7310085942902389,361027.4,-6.885945229362999
STHO,9.51,52056.0,495052.56,", , 日BLUE>150(5天), , , 周BLUE>150(2周), , ",False,False,5,False,False,2,0,0,12.022750911880406,0.0,200.0,2.7363860173383623,0.0,156.76243612231124,0.49731547471196286,1,-0.6236993824215009,-0.6695089653025375,0.09161916576207307,-0.034672144721131816,0.09365853658536585,-0.00953986791198387,-0.010750264119528999,0.00013314358282996404,1,0,0,0,0,0,0,0,0,8.8,9.87,8.73,-7.465825446897989,3.785488958990535,-8.201892744479489,90592.8,74.02950668510834
SURI,16.0726,3475.0,55852.285,", , 日BLUE>150(5天), , , 周BLUE>150(5周), , 倍量柱(1次)",False,False,5,False,False,5,0,1,3.0352057277143736,0.0,200.0,-0.8684676023598605,200.0,200.0,1.7479879275653925,1,-1.7265821394369354,-1.8893050164740448,0.32544575407421883,0.08713782676558644,0.15672,-0.026009303102346226,-0.028045194064929335,0.000223948005884142,1,0,0,0,0,0,0,0,0,16.0664,16.3,15.9,-0.03857496609135369,1.4148302079315167,-1.0738772818336906,1706.2,-50.900719424460426
SUPL,37.5141,14.0,525.1974,", , 日BLUE>150(5天), , , 周BLUE>150(2周), , 倍量柱(2次)",False,False,5,False,False,2,0,2,-0.18537297628877214,165.9336756891067,189.06495363658703,-4.751275902507519,189.79180075118177,189.79180075118177,0.12280701754385964,2,-1.3074217454295791,-0.8982761608793285,-0.8182911691005013,-0.9415763283734548,0.3659912195121951,-0.019960700576919066,-0.01886952282592397,-0.00012002955260946041,1,0,0,0,0,0,0,0,0,37.989,38.1854,37.5141,1.2659240125712623,1.7894604961867788,0.0,12.2,-12.857142857142867
SZNE,36.42,7868.0,286552.56,"日PINK上穿10, , , 周PINK上穿10, , , , 倍量柱(2次)",True,False,0,True,False,0,0,2,5.764658901909726,120.3377105493542,129.15652043454224,8.198522541065596,0.0,0.0,0.720183066361556,2,-0.6819347272252401,-0.4393828688125081,-0.48510371682546394,-0.5129288620441862,0.3561463414634147,-0.01055829766297911,-0.00946393180002731,-0.00012038024492469802,0,1,0,0,0,0,0,0,0,36.7042,37.18,36.31,0.7803404722679819,2.0867655134541474,-0.3020318506315234,5641.0,-28.304524656837827
TEF,4.06,995516.0,4041794.9599999995,", , 日BLUE>150(5天), , , 周BLUE>150(3周), , ",False,False,5,False,False,3,0,0,6.493230874028715,0.0,172.5255920502873,-0.5719107598166637,200.0,200.0,1.9388988867335093,2,-0.16024296011904937,-0.13795812359027643,-0.04456967305754589,-0.07854089217821232,0.0396280487804878,-0.002399518386992358,-0.0025378059524597237,1.5211632201410216e-05,1,0,0,0,0,0,0,0,0,4.0,4.1,3.96,-1.477832512315258,0.9852216748768461,-2.463054187192115,723005.4,-27.373804137753687
TINT,28.8952,21.0,606.7991999999999,", , 日BLUE>150(3天), , , 周BLUE>150(2周), , 倍量柱(3次)",False,False,3,False,False,2,0,3,-0.41821282374513846,167.88038280240514,169.42113801234402,-3.036469009716324,177.21392833092483,177.21392833092483,0.14093959731543623,2,-0.7934163379477788,-0.6742569856928374,-0.23831870450988268,-0.2937687164659605,0.2819043902439024,-0.012512975663921178,-0.012250131502499966,-2.8912857756333254e-05,1,0,0,0,0,0,0,0,0,29.718,29.8329,28.8952,2.8475317699825586,3.2451756693153255,0.0,45.0,114.28571428571428
TMFM,25.59,10987.0,281157.33,", , 日BLUE>150(3天), 周PINK上穿10, , , , 倍量柱(1次)",False,False,3,True,False,0,0,1,1.2882575146280955,179.58542206063757,179.58542206063757,3.337583189803894,77.79306304260989,77.79306304260989,0.9702401978099612,2,-2.1063830946171223,-1.612288011734233,-0.9881901657657783,-1.4452348152076027,0.25037804878048775,-0.03022822867032443,-0.0307627673833557,5.879925843343976e-05,1,0,0,0,0,0,0,0,0,25.8239,26.07,25.52,0.914028917545906,1.875732708089095,-0.273544353263,13553.4,23.358514608173287
TOUS,26.121,3507.0,91606.347,", , 日BLUE>150(3天), 周PINK上穿10, , , , 倍量柱(1次)",False,False,3,True,False,0,0,1,5.200423299512403,0.0,200.0,2.5923767876420314,0.0,146.48807981844476,0.2536892361111111,1,-0.5710339565467208,-0.38892638406447383,-0.36421514496449403,-0.407130323703627,0.25500487804878047,-0.009313840322167977,-0.008650419736598348,-7.297626441265918e-05,1,0,0,0,0,0,0,0,0,26.3901,26.63,26.08,1.0302055817158706,1.9486237127215755,-0.1569618314765875,4858.0,38.522954091816366
TTC,79.07,730066.0,57726318.62,"日PINK上穿10, , , 周PINK上穿10, , , , 倍量柱(1次)",True,False,0,True,False,0,0,1,6.270051605159383,0.0,73.78077142077153,9.695373825105609,0.0,0.0,1.601148336272162,2,-1.9926977465206335,-0.9992410141478036,-1.9869134647456597,-2.1230294869352826,0.7762926829268292,-0.0298379007341516,-0.026800176993343555,-0.0003341496114888851,1,0,0,0,0,0,0,0,0,79.25,81.71,77.31,0.22764638927532665,3.3388137093714354,-2.2258758062476125,720564.0,-1.3015261633879671
TU,13.63,3147112.0,42895136.56,", , 日BLUE>150(5天), , , 周BLUE>150(3周), , 倍量柱(1次)",False,False,5,False,False,3,0,1,12.50406451661956,0.0,173.13386073981405,3.915903599160346,0.0,200.0,0.7553650128913921,3,-0.6649240283926474,-0.5877436841161736,-0.1543606885529476,-0.29206388962095065,0.13290243902439025,-0.010072835452792472,-0.010623264625752207,6.054720902557084e-05,1,0,0,0,0,0,0,0,0,13.9,14.15,13.5,1.9809244314013208,3.815113719735863,-0.9537784299339713,3407988.2,8.28938404480044
TWI,6.79,588289.0,3994482.31,"日PINK上穿10, , , 周PINK上穿10, , , , ",True,False,0,True,False,0,0,0,7.908685351611169,0.0,90.0173615873104,7.498278784678371,0.0,133.17169079667497,1.3397456189294132,2,-0.22059350696213986,-0.07391753089344338,-0.29335195213739296,-0.3016082625765534,0.06730487804878048,-0.0033383126094793103,-0.0029932315232051032,-3.795891949016278e-05,1,0,0,0,0,0,0,0,0,6.8,7.425,6.61,0.14727540500736325,9.351988217967588,-2.6509572901325384,582490.2,-0.9857060050417421
UHG,4.125,24994.0,103100.25,"日PINK上穿10, , , , , 周BLUE>150(3周), , 倍量柱(1次)",True,False,0,False,False,3,0,1,6.59526611250846,0.0,115.69155122093959,2.3741846237523374,0.0,199.99999999999997,0.6990742035633374,1,-0.45534836829251635,-0.494845111805674,0.07899348702631526,0.011064180448447081,0.040560975609756106,-0.006669975562356184,-0.0070971512894321825,4.6989329978359836e-05,0,1,0,0,0,0,0,0,0,3.85,4.35,3.77,-6.666666666666665,5.454545454545445,-8.606060606060606,35293.6,41.20828998959749
ULE,10.2582,30734.0,315275.5188,", , , , , 周BLUE>150(2周), , 倍量柱(3次)",False,False,1,False,False,2,0,3,3.3674989353895897,153.616163989377,153.616163989377,2.434870827913517,171.5368284310066,171.5368284310066,4.494589061128985,2,-0.17870196267320004,-0.15976985629751467,-0.03786421275137075,-0.005572176650117771,0.10033268292682927,-0.0030507880663773884,-0.0027139760669896915,-3.704931993264666e-05,0,1,0,0,0,1,0,0,0,10.31,10.485,10.22,0.5049618841512116,2.2109141954728795,-0.37238501881421415,23497.8,-23.54460857682046
UTWY,43.42,2261.0,98172.62000000001,", , 日BLUE>150(3天), , , 周BLUE>150(3周), , 倍量柱(1次)",False,False,3,False,False,3,0,1,4.987657370784358,0.0,162.12667256403032,0.46505873153896005,186.24263219069513,186.24263219069513,0.46350963509635096,1,-0.6316854200905908,-0.49166504522440585,-0.2800407497323699,-0.3895244580606351,0.42353658536585365,-0.00991061007782218,-0.009984665900654497,8.146140511554965e-06,1,0,0,0,0,0,1,0,0,42.86,43.53,42.62,-1.2897282358360296,0.25333947489636355,-1.8424689083371804,3285.2,45.29854046881909
UYM,22.2,68247.0,1515083.4,", , 日BLUE>150(5天), , , 周BLUE>150(2周), , 倍量柱(2次)",False,False,5,False,False,2,0,2,2.133795412256233,197.1109436009184,200.0,-5.57142265395823,160.9295882382994,160.9295882382994,1.0844907039567773,4,-1.764225271403074,-1.5191259973663196,-0.4901985480735087,-0.6432788504421236,0.21889024390243902,-0.02662334849184128,-0.02636157512548755,-2.8795070298910513e-05,1,0,0,0,0,0,0,0,0,22.7531,23.145,22.2,2.4914414414414443,4.256756756756763,0.0,24229.4,-64.49748706902867
VLO,123.15,1999533.0,246242488.95000002,", , 日BLUE>150(3天), , , 周BLUE>150(3周), , ",False,False,3,False,False,3,0,0,20.69684295203552,0.0,181.8093457819627,4.364416371656673,0.0,200.0,0.7939522445308731,1,-4.824193212482683,-4.995433444815543,0.34248046466571935,-1.6397767314057776,1.204487804878049,-0.06696873552859017,-0.08192746905355827,0.001645460687746491,1,0,1,0,0,0,0,0,0,125.19,126.427,121.58,1.6565164433617552,2.6609825416159083,-1.2748680470970442,2172304.4,8.640587577199277
VTVT,13.5723,3554.0,48235.9542,", , , 周PINK上穿10, , , , 倍量柱(2次)",False,False,0,True,False,0,0,2,16.244110424746253,0.0,0.0,7.901177428370056,0.0,0.0,2.051963048498845,2,-0.7080376381062425,-0.28932366319059455,-0.837427949831296,-0.9344867243423078,0.13207219512195123,-0.011151346657323286,-0.009644514582081577,-0.00016575152827658793,1,0,0,0,0,0,0,0,0,14.01,15.262,13.275,3.224950818947403,12.449621655872622,-2.1904909263720906,9198.2,158.81260551491278
WDNA,14.47,3523.0,50977.810000000005,", , , , , 周BLUE>150(3周), , 倍量柱(3次)",False,False,2,False,False,3,0,3,3.5739567477956733,0.0,159.6101168265975,2.555715908718173,0.0,181.98659654795483,5.600953895071542,4,-0.44430621753579125,-0.35743638666283817,-0.17373966174590616,-0.2410379088866714,0.14153658536585367,-0.0067358170446776555,-0.006882819835652134,1.6170307007192674e-05,1,0,0,0,0,0,1,0,0,14.8535,14.94,14.47,2.6503109882515474,3.248099516240499,0.0,2112.4,-40.039738858927045
WEN,16.12,3406757.0,54916922.84,", , 日BLUE>150(5天), 周PINK上穿10, , , , ",False,False,5,True,False,0,0,0,2.4282515681385846,173.43388230892234,173.43388230892234,7.078456957676004,0.0,0.0,1.3046005864419852,2,-0.6328788079264918,-0.5905649721471301,-0.0846276715587233,-0.1103146927063144,0.15790243902439022,-0.009636807701921712,-0.009544249903091367,-1.0181357871338025e-05,0,1,0,0,0,0,0,0,0,15.18,16.48,15.0322,-5.831265508684869,2.2332506203473823,-6.748138957816385,4503805.6,32.20213827989491
WIW,8.29,148245.0,1228951.0499999998,", , 日BLUE>150(3天), , , 周BLUE>150(2周), , 倍量柱(1次)",False,False,3,False,False,2,0,1,10.867382775764181,0.0,163.97998889989617,2.5011032604229264,0.0,193.99345033762376,0.3726284197508521,2,-0.13272975615031335,-0.11133071402386219,-0.042798084252902324,-0.07064007978100523,0.08090243902439025,-0.001987324829751072,-0.0020799667773985717,1.0190614241224956e-05,1,0,0,0,0,0,1,0,0,8.27,8.32,8.23,-0.24125452352231624,0.361881785283491,-0.7237635705669376,184496.6,24.45384329994267
XOMO,14.6,37189.0,542959.4,", , 日BLUE>150(5天), , , 周BLUE>150(3周), , 倍量柱(1次)",False,False,5,False,False,3,0,1,7.275532223633528,0.0,200.0,0.3800287469405841,0.0,200.0,0.9513199631638187,1,-0.5430926370934497,-0.5727806124340881,0.05937595068127677,-0.028527335861875676,0.14262682926829268,-0.008197490692947368,-0.008886483419247762,7.578919989304336e-05,1,0,0,0,0,0,0,0,0,14.59,14.889,14.51,-0.068493150684934,1.9794520547945282,-0.6164383561643838,43266.0,16.340853478179042
XPON,2.0,28942031.0,57884062.0,", , , , , 周BLUE>150(2周), 黄金柱(1次), 倍量柱(3次)",False,False,0,False,False,2,1,3,21.662559680860543,0.0,0.0,0.1476045456092701,0.0,200.0,57.03560040832575,5,-0.12390496112250649,-0.28692250820561804,0.3260350941662231,0.3699831571174143,0.02529268292682927,-0.0023977446182876228,-0.00413021764964628,0.00019057203344945226,0,1,0,0,0,0,0,0,0,1.87,4.4,1.79,-6.499999999999995,120.00000000000001,-10.499999999999998,6433284.8,-77.77182672494546
XXCH,21.6744,134.0,2904.3696,", , 日BLUE>150(6天), , , 周BLUE>150(4周), , 倍量柱(2次)",False,False,6,False,False,4,0,2,0.5940519086385085,0.0,200.0,-1.9457554379293427,200.0,200.0,3.526315789473684,1,-1.4024877401888745,-1.2300304819374333,-0.3449145165028824,-0.5151012255596661,0.21145756097560975,-0.021691676862405668,-0.021943618984904146,2.7713633474832598e-05,1,0,0,0,0,0,1,0,0,22.09,22.613,21.6744,1.917469457055332,4.330454360905045,0.0,1077.4,704.0298507462687
YCS,47.89,28826.0,1380477.1400000001,", , , , 周PINK下穿94, , 黄金柱(1次), 倍量柱(3次)",False,False,0,False,True,0,1,3,91.94343187722431,0.0,0.0,96.37481574379638,0.0,0.0,2.171613680879916,2,1.212043632559002,0.9568489558123621,0.51038935349328,0.7455844246196852,0.46614634146341466,0.019242487071095604,0.01968158688391939,-4.830097941061644e-05,0,1,0,0,0,0,0,0,0,48.3417,48.46,47.2,0.9432031739402769,1.1902276049279514,-1.4408018375443699,19050.6,-33.91174634010963
ZSC,22.385,33.0,738.705,", , 日BLUE>150(3天), , , 周BLUE>150(2周), , 倍量柱(1次)",False,False,3,False,False,2,0,1,6.025584813869786,0.0,160.88099292298634,1.6421212621257117,0.0,200.0,0.9705882352941176,1,-0.33245213404111595,-0.24985592214064478,-0.16519242380094235,-0.15254316705264526,0.21839024390243905,-0.00541893742220298,-0.004943390191757094,-5.2310195349047376e-05,1,0,0,0,0,0,0,0,0,22.39,22.5,22.3001,0.022336385972754336,0.5137368773732387,-0.37927183381729623,74.6,126.06060606060603
